Authors	Year	Title	Journal	DOI	Oases	lat	long	Country	Reviewer
Peng Cai , Rafiq Hamdi, Huili He,Geping Luo, Jin Wang, Miao Zhang  , Chaofan Li , Piet Termonia, Philippe De Maeyer	2020	Numerical Study of the Interaction between Oasis and Urban Areas within an Arid Mountains-Desert System in Xinjiang, China	atmosphere	10.3390/atmos11010085	Shihezi	44.409088	86.047524	China	JAHA
Peng Cai , Rafiq Hamdi, Huili He,Geping Luo, Jin Wang, Miao Zhang  , Chaofan Li , Piet Termonia, Philippe De Maeyer	2020	Numerical Study of the Interaction between Oasis and Urban Areas within an Arid Mountains-Desert System in Xinjiang, China	atmosphere	10.3390/atmos11010085	Urumqi	43.976478	87.530327	China	JAHA
Bangjun Cao, Yu Zhang, Yong Zhao, Xiaohang Wen, Guangzhou Fan, Meijia Xiao, Lili Jin	2020	Influence of the low-level jet on the intensity of the nocturnal oasis cold island effect over northwest China	Theoretical and Applied Climatology	10.1007/s00704-019-02967-w	Daman	38.8555	100.3722	China	JAHA
Xuexiang Chang, Wenzhi Zhao ,Fanjiang Zeng	2015	Crop evapotranspiration-based irrigation management during the growing season in the arid region of northwestern China	Environmental Monitoring and Assessment	10.1007/s10661-015-4920-9	Fukang	44.283333	87.933333	China	JAHA
Ting Chang, Degang Yang, Jinwei Huo, Fuqiang Xia, Zhiping Zhang	2018	Evaluation of Oasis Sustainability Based on Emergy and Decomposition Analysis	sustainability	10.3390/su10061856	Hotan	37.092865	79.858456	China	JAHA
Lijuan Chen, Qi Feng	2013	Geostatistical analysis of temporal and spatial variations in groundwater levels and quality in the Minqin oasis, Northwest China	Environmental Earth Sciences	10.1007/s12665-013-2220-7	Minqin oasis	38.605895	103.075593	China	JAHA
CHEN Rensheng, KANG Ersi, ZHANG Zhihui, ZHAO Wenzhi, SONG Kechao, ZHANG Jishi, LAN Yongchao	2004	Estimation of tree transpiration and response of tree conductance to meteorological variables in desert-oasis system of Northwest China	Science in China Ser. D Earth Sciences	10.1360/04zd0002	Linze	39.167591	100.184131	China	JAHA
CHEN Rensheng, KANG Ersi, ZHANG Zhihui, ZHAO Wenzhi, SONG Kechao, ZHANG Jishi, LAN Yongchao	2004	Estimation of tree transpiration and response of tree conductance to meteorological variables in desert-oasis system of Northwest China	Science in China Ser. D Earth Sciences	10.1360/04zd0002	Ejina	41.956549	101.113588	China	JAHA
Bao-Ming Chen, Gen-Xuan Wang , Dong-Liang Cheng, Jian-Min Deng, Shao-Lin Peng, Fu-Bo An	2007	Vegetation Change and Soil Nutrient Distribution along an Oasis-Desert Transitional Zone in Northwestern China	Journal of Integrative Plant Biology	10.1111/j.1774-7909.2007.00531.x	Minqin oasis	38.605895	103.075593	China	JAHA
Xi CHEN, JinFeng YAN, Zhi CHEN, GePing LUO, Qing SONG, WenQiang XU	2009	A spatial geostatistical analysis of impact of land use development on groundwater resources in the Sangong Oasis Region using remote sensing imagery and data	Journal of Arid Land	10.3724/SP.J.1227.00001	Sangong River	44.167163	88.011635	China	JAHA
X. B. Chen, L. G. Xu, Z. G. Sun, J. B. Yu, J. H. Jiang	2011	Hydro-salinity balance and mobilization in oasis irrigation areas at two different scales	Environmental Earth Sciences	10.1007/s12665-010-0511-9	Weigan River	41.701069	83.228413	China	JAHA
Xiaohong Chen, Zhenghu Duan, Tianfeng Luo	2014	Changes in soil quality in the critical area of desertification surrounding the Ejina Oasis, Northern China	Environmental Earth Sciences	10.1007/s12665-014-3171-3	Ejina oasis	42.085388	101.119236	China	JAHA
CHEN JinBei, HU YinQiao, LÜ ShiHua, YU Ye	2014	Influence of advection on the characteristics of turbulence over uneven surface in the oasis and the Gobi Desert	Science China Earth Sciences	10.1007/s11430-014-4910-8	Jinta Oasis	39.993197	98.915012	China	JAHA
CHEN JinBei, HU YinQiao, LÜ ShiHua, YU Ye	2014	Influence of advection on the characteristics of turbulence over uneven surface in the oasis and the Gobi Desert	SCIENCE CHINA Earth Sciences	10.1007/s11430-014-4910-8	Jinta Oasis	39.993197	98.915012	China	JAHA
Shilei Chen, Wei Yang, Zailin Huo,Guanhua Huang	2016	Groundwater simulation for efficient water resources management in Zhangye Oasis, Northwest China	Environmental Earth Sciences	10.1007/s12665-016-5458-z	Yingke	38.844728	100.511549	China	JAHA
Jia Chen, Sha Yin, Hans Gebhardt, Xinjun Yang	2018	Farmers’ livelihood adaptation to environmental change in an arid region: A case study of the Minqin Oasis, northwestern China	Ecological Indicators	10.1016/j.ecolind.2018.05.017	Minqin oasis	38.605895	103.075593	China	JAHA
CHEN Yong, YANG Guojing, ZHOU Lihua, LIAO Jie, WEI Xuan	2020	Quantitative Analysis of Natural and Human Factors of Oasis Change in the Tail of Shiyang River over the Past 60 Years	Acta Geologica Sinica	10.1111/1755-6724.14537	Minqin oasis	38.605895	103.075593	China	JAHA
Daosheng Chen, Fei Zhang, Chi Yung Jim, Jupar Bahtebay	2022	Spatio‑temporal evolution of landscape patterns in an oasis city	Environmental Science and Pollution Research	10.1007/s11356-022-22484-0	Urumqi	43.976478	87.530327	China	JAHA
Qiting Chen , Li Jia, Massimo Menenti, Guangcheng Hu, Kun Wang, Zhiwei Yi ,Jie Zhou, Fei Peng, Shaoxiu Ma, Quangang You, Xiaojie Chen, Xian Xue	2023	A data-driven high spatial resolution model of biomass accumulation and crop yield: Application to a fragmented desert-oasis agroecosystem	Ecological Modelling	10.1016/j.ecolmodel.2022.110182	Jinchang	38.500518	102.156985	China	JAHA
Qiting Chen , Li Jia, Massimo Menenti, Guangcheng Hu, Kun Wang, Zhiwei Yi ,Jie Zhou, Fei Peng, Shaoxiu Ma, Quangang You, Xiaojie Chen, Xian Xue	2023	A data-driven high spatial resolution model of biomass accumulation and crop yield: Application to a fragmented desert-oasis agroecosystem	Ecological Modelling	10.1016/j.ecolmodel.2022.110182	Minqin oasis	38.605895	103.075593	China	JAHA
Qiting Chen , Li Jia, Massimo Menenti, Guangcheng Hu, Kun Wang, Zhiwei Yi ,Jie Zhou, Fei Peng, Shaoxiu Ma, Quangang You, Xiaojie Chen, Xian Xue	2023	A data-driven high spatial resolution model of biomass accumulation and crop yield: Application to a fragmented desert-oasis agroecosystem	Ecological Modelling	10.1016/j.ecolmodel.2022.110182	Liangzhou oasis	37.928611	102.639722	China	JAHA
Qiting Chen , Li Jia, Massimo Menenti, Guangcheng Hu, Kun Wang, Zhiwei Yi ,Jie Zhou, Fei Peng, Shaoxiu Ma, Quangang You, Xiaojie Chen, Xian Xue	2023	A data-driven high spatial resolution model of biomass accumulation and crop yield: Application to a fragmented desert-oasis agroecosystem	Ecological Modelling	10.1016/j.ecolmodel.2022.110182	Gulang	37.521393	102.912088	China	JAHA
Qiting Chen , Li Jia, Massimo Menenti, Guangcheng Hu, Kun Wang, Zhiwei Yi ,Jie Zhou, Fei Peng, Shaoxiu Ma, Quangang You, Xiaojie Chen, Xian Xue	2023	A data-driven high spatial resolution model of biomass accumulation and crop yield: Application to a fragmented desert-oasis agroecosystem	Ecological Modelling	10.1016/j.ecolmodel.2022.110182	Yongchang	38.255535	101.985183	China	JAHA
CHENG Weiming, ZHOU Chenghu, LIU Haijiang, ZHANG Yang, JIANG Yan, ZHANG Yichi, YAO Yonghui	2006	The oasis expansion and eco-environment change over the last 50 years in Manas River Valley, Xinjiang	Science in China: Series D Earth Sciences	10.1007/s11430-004-5348-1	Manas	44.5	85.5	China	JAHA
LI Cheng, WANG Yue,  QIU Guo-yu	2013	Water and Energy Consumption by Agriculture in the Minqin Oasis Region	Journal of Integrative Agriculture	10.1016/S2095-3119(13)60542-0	Minqin oasis	38.605895	103.075593	China	JAHA
Peter C. Chu, Shihua Lu, Yuchun Chen	2005	A numerical modeling study on desert oasis self-supporting mechanisms	Journal of Hydrology	10.1016/j.jhydrol.2005.02.043	Jinta Oasis	39.993197	98.915012	China	JAHA
Guangming Chu, Mei Wang, Shuoxin Zhang	2014	Spatial patterns and associations of dominant woody species in desert–oasis ecotone of South Junggar Basin, NW China	Journal of Plant Interactions	10.1080/17429145.2014.918663	Karamay	45.439929	84.921301	China	JAHA
Guoqing Cui, Yudong Lu , Ce Zheng  , Zhiheng Liu,Jiamei Sai 	2019	Relationship between Soil Salinization and Groundwater Hydration in Yaoba Oasis, Northwest China	Water Resources Research	10.3390/w11010175	Yaoba	38.512881	105.613198	China	JAHA
Songshuang Ding, Peixi Su	2010	Effects of tree shading on maize crop within a Poplar-maize compound system in Hexi Corridor oasis, northwestern China	Agroforestry Systems	10.1007/s10457-010-9287-x	Hexi	40.179239	94.665618	China	JAHA
Jianli Ding, Shengtian Yang, Qian Shi , Yang Wie, Fei Wang	2020	Using Apparent Electrical Conductivity as Indicator for Investigating Potential Spatial Variation of Soil Salinity across Seven Oases along Tarim River in Southern Xinjiang, China	remote sensing	10.3390/rs12162601	Yanqi	42.216456	86.930968	China	JAHA
Jianli Ding, Shengtian Yang, Qian Shi , Yang Wie, Fei Wang	2020	Using Apparent Electrical Conductivity as Indicator for Investigating Potential Spatial Variation of Soil Salinity across Seven Oases along Tarim River in Southern Xinjiang, China	remote sensing	10.3390/rs12162601	Korla	41.706839	86.081672	China	JAHA
Jianli Ding, Shengtian Yang, Qian Shi , Yang Wie, Fei Wang	2020	Using Apparent Electrical Conductivity as Indicator for Investigating Potential Spatial Variation of Soil Salinity across Seven Oases along Tarim River in Southern Xinjiang, China	remote sensing	10.3390/rs12162601	Luntai	41.246201	83.837074	China	JAHA
Jianli Ding, Shengtian Yang, Qian Shi , Yang Wie, Fei Wang	2020	Using Apparent Electrical Conductivity as Indicator for Investigating Potential Spatial Variation of Soil Salinity across Seven Oases along Tarim River in Southern Xinjiang, China	remote sensing	10.3390/rs12162601	Weigan River	41.701069	83.228413	China	JAHA
Jianli Ding, Shengtian Yang, Qian Shi , Yang Wie, Fei Wang	2020	Using Apparent Electrical Conductivity as Indicator for Investigating Potential Spatial Variation of Soil Salinity across Seven Oases along Tarim River in Southern Xinjiang, China	remote sensing	10.3390/rs12162601	Bashu-Tumxuk	39.896608	79.151633	China	JAHA
Jianli Ding, Shengtian Yang, Qian Shi , Yang Wie, Fei Wang	2020	Using Apparent Electrical Conductivity as Indicator for Investigating Potential Spatial Variation of Soil Salinity across Seven Oases along Tarim River in Southern Xinjiang, China	remote sensing	10.3390/rs12162601	Yarkand	38.389553	77.311335	China	JAHA
Jianli Ding, Shengtian Yang, Qian Shi , Yang Wie, Fei Wang	2020	Using Apparent Electrical Conductivity as Indicator for Investigating Potential Spatial Variation of Soil Salinity across Seven Oases along Tarim River in Southern Xinjiang, China	remote sensing	10.3390/rs12162601	Heshuo	39.502178	75.945634	China	JAHA
Chao Ding, Lu Zhang, Mingsheng Liao, Guangcai Feng, Jie Dong, Meng Ao, Yanghai Yu	2020	Quantifying the spatio-temporal patterns of dune migration near Minqin Oasis in northwestern China with time series of Landsat-8 and Sentinel-2 observations	Remote Sensing of Environment	10.1016/j.rse.2019.111498	Minqin oasis	38.605895	103.075593	China	JAHA
Chao Ding, Guangcai Feng, Mingsheng Liao, Lu Zhang	2020	Change detection, risk assessment and mass balance of mobile dune fields near Dunhuang Oasis with optical imagery and global terrain datasets	INTERNATIONAL JOURNAL OF DIGITAL EARTH	10.1080/17538947.2020.1767222	Dunhuang	40.142833	94.634076	China	JAHA
Wei-Hua Dong, Sen Zhang, Xin Rao, Chang-An Liu	2016	Newly-reclaimed alfalfa forage land improved soil propertiescomparison to farmland in wheat–maize cropping systems at themargins of oases	Ecological Engineering	10.1016/j.ecoleng.2016.05.056	SG ODE	39.340728	100.145656	China	JAHA
DU Hongru,, ZHANG Xiaolei, WANG Bin	2006	Co-adaptation between modern oasis urbanization and water resources exploitation: A case of Urumqi	Chinese Science Bulletin	10.1007/s11434-006-8225-9	Urumqi	43.976478	87.530327	China	JAHA
Taisheng Du, Shaozhong Kang, Jianhua Zhang, Fusheng Li, Xiaotao Hu	2006	Yield and physiological responses of cotton to partial root-zone irrigation in the oasis field of northwest China	Agricultural water management	10.1016/j.agwat.2006.01.010	Xuebai	38.163928	103.252572	China	JAHA
Haoyang Du, Chen Zhou, Penghui Jiang,Xiaolong Jin,Shuying Chen, Dengshuai Chen,Manchun Li,Dong Chen	2020	Changes in local climatic factors under different oasis-town configurations in an arid region: a case study of Hami Oasis	Climatic change	10.1007/s10584-020-02735-0	Hami	43.038521	93.841566	China	JAHA
Mamattursun Eziz, Hamid Yimit , Anwar Mohammad, Huang Zhifang	2010	Oasis land-use change and its effects on the oasis eco-environment in Keriya Oasis, China	International Journal of Sustainable Development & World Ecology	10.1080/13504500903211871	Keriya	36.855418	81.685232	China	JAHA
Eziz, Mamattursun, Yimit, Hamid, Tursun, Zulpiya, Rusuli, Yusufujiang	2014	Variations in Ecosystem Service Value in Response to Oasis Land-use Change in Keriya Oasis, Tarim Basin, China	Natural Areas Journal	10.3375/043.034.0310	Keriya	36.855418	81.685232	China	JAHA
Qi Feng,Zhuo Macuo, Xi Haiyang	2009	Analysis of an oasis microclimate in China’s hyperarid zone	Environmental Geology	10.1007/s00254-008-1576-6	Ejina oasis	42.085388	101.119236	China	JAHA
Shaoyuan Feng, Zailin Huo, Shaozhong Kang, Zejun Tang, Fengxin Wang	2011	Groundwater simulation using a numerical model under different water resources management scenarios in an arid region of China	Environmental Earth Sciences	10.1007/s12665-010-0581-8	Minqin oasis	38.605895	103.075593	China	JAHA
Qi Feng, Feng-Rui Li, Ji-Liang Liu,Te-Sheng Sun, Li-Juan Chen	2015	Ground-dwelling arthropod community response to native grassland conversion in a temperate desert of northwestern China	Journal of Insect Conservation	10.1007/s10841-014-9751-4	Pingchuan	39.336735	100.108382	China	JAHA
Shuai Fu, Haifeng Li	2021	Effects of drought stress on water consumption of poplar trees in an oasis shelterbelt of the Northwest China	International Journal of Agricultural and Biological Engineering		Shihezi	44.409088	86.047524	China	JAHA
Shuai Fu, Lin Sun, Yi Luo	2016	Combining sap flow measurements and modelling to assess waterneeds in an oasis farmland shelterbelt of Populus simonii Carr inNorthwest China	Agricultural Water Management	10.1016/j.agwat.2016.07.015	No. 150 Regiment	44.890659	86.20192	China	JAHA
Aihong Fu, Weihong Li, Yaning Chen and Yuting Liu	2018	Suitable oasis scales under a government plan in the Kaidu-Konqi River Basin of northwest arid region, China	PeerJ	10.7717/peerj.4943	Kaidu-kongqi	41.576616	86.028282	China	JAHA
Qi Fu, Ying Hou, Bo Wang, Xu Bi, Bo Li Xinshi Zhang	2018	Scenario analysis of ecosystem service changes and interactions in a mountain-oasis-desert system: a case study in Altay Prefecture, China	Scientific reports	10.1038/s41598-018-31043-y	Altay	47.766623	88.142378	China	JAHA
JINGMIN GAO, DONGXU CHEN MAIMAITIJIANG SAITINIYAZI	2020	VULNERABILITY OF OASIS AGRICULTURE TO SANDSTORM DISASTERS IN XINJIANG, CHINA	Bangladesh journal of Botany	10.3329/bjb.v49i4.52514	Shihezi	44.409088	86.047524	China	JAHA
JINGMIN GAO, DONGXU CHEN MAIMAITIJIANG SAITINIYAZI	2020	VULNERABILITY OF OASIS AGRICULTURE TO SANDSTORM DISASTERS IN XINJIANG, CHINA	Bangladesh journal of Botany	10.3329/bjb.v49i4.52514	Aksu	41.199401	80.194245	China	JAHA
JINGMIN GAO, DONGXU CHEN MAIMAITIJIANG SAITINIYAZI	2020	VULNERABILITY OF OASIS AGRICULTURE TO SANDSTORM DISASTERS IN XINJIANG, CHINA	Bangladesh journal of Botany	10.3329/bjb.v49i4.52514	Kuqa	41.554763	82.784609	China	JAHA
JINGMIN GAO, DONGXU CHEN MAIMAITIJIANG SAITINIYAZI	2020	VULNERABILITY OF OASIS AGRICULTURE TO SANDSTORM DISASTERS IN XINJIANG, CHINA	Bangladesh journal of Botany	10.3329/bjb.v49i4.52514	Korla	41.706839	86.081672	China	JAHA
JINGMIN GAO, DONGXU CHEN MAIMAITIJIANG SAITINIYAZI	2020	VULNERABILITY OF OASIS AGRICULTURE TO SANDSTORM DISASTERS IN XINJIANG, CHINA	Bangladesh journal of Botany	10.3329/bjb.v49i4.52514	Kashgar	39.391394	75.852485	China	JAHA
JINGMIN GAO, DONGXU CHEN MAIMAITIJIANG SAITINIYAZI	2020	VULNERABILITY OF OASIS AGRICULTURE TO SANDSTORM DISASTERS IN XINJIANG, CHINA	Bangladesh journal of Botany	10.3329/bjb.v49i4.52514	Yarkand	38.389553	77.311335	China	JAHA
JINGMIN GAO, DONGXU CHEN MAIMAITIJIANG SAITINIYAZI	2020	VULNERABILITY OF OASIS AGRICULTURE TO SANDSTORM DISASTERS IN XINJIANG, CHINA	Bangladesh journal of Botany	10.3329/bjb.v49i4.52514	Hotan	37.092865	79.858456	China	JAHA
Pengwen Gao, , Alimujiang Kasimu, Yongyu Zhao, Bing Lin, Jinpeng Chai,Tuersunayi Ruzi, Hemiao Zhao	2020	Evaluation of the Temporal and Spatial Changes of Ecological Quality in the Hami Oasis Based on RSEI	sustainability	10.3390/su12187716	M'Hamid	29.813013	-5.725391	Morocco	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Atushi	39.662306	76.130792	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Kashgar	39.391394	75.852485	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Yuepuhu	39.234752	76.786019	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Aksu	41.199401	80.194245	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Alar	40.357129	80.494482	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Hotan	37.092865	79.858456	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Korla	41.706839	86.081672	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Turpan	42.948975	89.131889	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Hami	43.038521	93.841566	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Urumqi	43.976478	87.530327	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Sangong River	44.167163	88.011635	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Wujiaqu	44.333485	87.552296	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Changji	44.3153	86.848066	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Shihezi	44.409088	86.047524	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Kuitun	44.430138	85.011905	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Wusu	44.460928	84.568341	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Karamay	45.439929	84.921301	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Tacheng	46.713301	83.085384	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Bole	44.922271	81.944298	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Yining	43.933298	81.628951	China	JAHA
Chao GAO, Jun LEI, Fengjun JIN	2013	The classification and assessment of vulnerability of man-land system of oasis city in arid area	Frontiers in Earth Science	10.1007/s11707-013-0402-y	Altay	47.766623	88.142378	China	JAHA
Karen Ghazaryan, Yaning Chen	2017	Hydrochemical assessment of surface water for irrigation purposes and its influence on soil salinity in Tikanlik oasis, China	Environmental Earth Sciences	10.1007/s12665-016-5287-0	Tiganlik	40.659013	87.797792	China	JAHA
Binghua Gong . Zhifeng Liu	2021	Assessing impacts of land use policies on environmental sustainability of oasis landscapes with scenario analysis: the case of northern China	Landscape Ecology	10.1007/s10980-020-01065-x	Zhangye	38.9	100.35	China	JAHA
Lu Gong, Guixiang He, Weiguo Liu	2016	Long-Term Cropping Effects on Agricultural Sustainability in Alar Oasis of Xinjiang, China	sustainability	10.3390/su8010061	Alaer oasis	40.492779	81.317212	China	JAHA
Qianqian Gou, Changsheng Shen, Guohua Wang	2022	Changes in Soil Moisture, Temperature, and Salt in Rainfed Haloxylon ammodendron Forests of Different Ages across a Typical Desert–Oasis Ecotone	water	10.3390/w14172653	Linze	39.167591	100.184131	China	JAHA
Dirk Gries, Andrea Foetzki, Stefan K. Arndt, Helge Bruelheide, Frank M. Thomas, Ximing Zhang, Michael Runge	2005	Production of perennial vegetation in an oasis-desert transition zone in NW China - allometric estimation, and assessment of flooding and use effects	Plant Ecology	10.1007/s11258-004-7808-2	Qira	37.02963	80.81426	China	JAHA
GU Feng-xue, ZHANG Yuan-dong, CHU Yu, SHI Qing-dong, PAN Xiao-ling	2002	PRIMARY ANALYSIS ON GROUNDWATER, SOIL MOISTURE AND SALINITY IN FUKANG OASIS OF SOUTHERN JUNGGAR BASIN	CHINESE GEOGRAPHICAL SCIENCE	10.1007/s11769-002-0038-4	Fukang	44.175956	88.459557	China	JAHA
Lianglei Gu , Zeyong Hu , Jimin YaoGenhou Sun	2017	Actual and Reference Evapotranspiration in a Cornfield in the Zhangye Oasis, Northwestern China	water	10.3390/w9070499	Zhangye	38.9	100.35	China	JAHA
Qingyu Guan, Na Song, Feifei Wang, Liqin Yang, Zeyu Liu	2018	Contamination levels and health risk assessments of heavy metals in an oasis-desert zone: a case study in northwest China	Environmental Science and Pollution Research	10.1007/s11356-018-2015-1	Jiayuguan	39.864922	98.188936	China	JAHA
Dongwei Gui, Jiaqiang Lei, Fanjiang Zeng, Guijin Mu, Juntao Zhu,Hui Wang, Qiang Zhang	2010	Characterizing variations in soil particle size distribution in oasis farmlands A case study of the Cele Oasis	Mathematical and Computer Modelling	10.1016/j.mcm.2009.10.035	Qira	37.02963	80.81426	China	JAHA
DongWei GUI, FanJiang ZENG, Zhen LIU, Bo ZHANG	2013	Root characteristics of Alhagi sparsifolia seedlings in response to water supplement in an arid region, northwestern China	Journal of Arid Land	10.1007/s40333-013-0186-7	Qira	37.02963	80.81426	China	JAHA
Dongwei Gui, Fanjiang Zeng , Zhen Liu, Bo Zhang	2013	Characteristics of the clonal propagation of Alhagi sparsifolia Shap. (Fabaceae) under different groundwater depths in Xinjiang, China	The Rangeland Journal	10.1071/RJ13004	Qira	37.02963	80.81426	China	JAHA
Hui Guo, Ying Zhao	2021	Using isotopic labeling to investigate root water uptake in an alley cropping system within Taklimakan Desert Oasis, China	Agroforestry Systems	10.1007/s10457-020-00527-0	Daliyabuyi	38.381329	81.904415	China	JAHA
Dongwei Gui  , Jiaqiang Lei , Guijin Mu,Fanjiang Zeng	2013	Effects of different management intensities on soil quality of farmland during oasis development in southern Tarim Basin, Xinjiang, China	International Journal of Sustainable Development & World Ecology	10.1080/13504500903108887	Yutian	36.843112	81.90892	China	JAHA
Hongwei Guo,Hongbo Ling,Hailiang Xu,Bin Guo	2016	Study of suitable oasis scales based on water resource availability in an arid region of China: a case study of Hotan River Basin	Environmental Earth Sciences	10.1007/s12665-016-5772-5	Hotan	37.092865	79.858456	China	JAHA
Xiaoyan Guo, Qi Feng, Jianhua Si, Yongping Wei, Ting Bao, Haiyang Xi, Zongxing Li	2019	Identifying the origin of groundwater for water resources sustainable management in an arid oasis, China	Hydrological Sciences Journal	10.1080/02626667.2019.1619080	Dunhuang	40.142833	94.634076	China	JAHA
Quanen Guoa, Lili Nanb, Shiyu Caoa	2020	Evaluation of soil enzyme activities as soil biological activity indicators in desert-oasis transition zone soils in China	ARID LAND RESEARCH AND MANAGEMENT	10.1080/15324982.2020.1824200	Shule River	40.483399	96.960482	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Dunhuang	40.142833	94.634076	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Guazhou	40.467839	95.697785	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Yumen	40.346828	97.091887	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Jiayuguan	39.864922	98.188936	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Jinta Oasis	39.993197	98.915012	China	JAHA
Kunming Guo, Jintao Zhao, Xiaoyun Wang, Yaowen Xie	2021	Spatio-Temporal Dynamics of Environmental Status Based on a Remote Sensing Ecological Distance Index (RSEDI) in the Oases of Hexi Corridor in Northwest China	Polish Journal of Environmental Studies	10.15244/pjoes/132806	Jiuquan oasis	39.716066	98.642836	China	JAHA
